,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
NDUFA9,557.6201862193091,-0.71026261772269,0.10881835476667599,-6.527047934565901,6.70785847944061e-11,3.2480698431991304e-10
CCDC167,195.071456733991,-1.14437952050687,0.175331492927697,-6.526947905353099,6.71233793161471e-11,3.2496157486413896e-10
TRAPPC12,364.740427434568,-0.894162813003521,0.13700847868720098,-6.52633195822101,6.73998547243985e-11,3.26237518018116e-10
GAL,64.9649345386846,-1.8469806677326501,0.28302015531353303,-6.52596867416227,6.75634410436426e-11,3.2696665642661203e-10
FRMPD3,88.9731231389941,1.75166937425014,0.26843054302007296,6.52559635927552,6.77314968260971e-11,3.27717140803335e-10
RBMS2P1,317.490702245411,-0.865417496072288,0.13263393863319697,-6.524857099099081,6.80663973090815e-11,3.29274456867611e-10
MAP3K14-AS1,180.943805385578,1.09339868715476,0.167576173616421,6.52478609314428,6.8098649623523e-11,3.29367381783796e-10
SCOC-AS1,65.6039303006316,1.87136594612556,0.28683539430781296,6.52418070873546,6.83742348512391e-11,3.30636954895345e-10
SPOP,643.625249687915,-0.642342750884051,0.0984583992165534,-6.52400156812683,6.84559927944046e-11,3.3096893165695995e-10
MTERF3,318.359762665006,-0.8392375277423578,0.128665040947332,-6.52265387368038,6.907413957967449e-11,3.3389360119945204e-10
JMJD8,427.449590150858,-0.854182117242109,0.131011139687009,-6.51991975096761,7.034501655759229e-11,3.39971743179391e-10
EIF2AK1,2885.44378957698,-0.41613224703946,0.06383130793234901,-6.51924988722609,7.065985400776691e-11,3.41427981898992e-10
ADAMTS5,563.18632431625,0.7946184114669101,0.121894281508511,6.518914600693769,7.081795650091499e-11,3.4212646595774e-10
GRPEL2,555.900227176741,-0.7536028712370669,0.11560563822959401,-6.518738037156991,7.09013530594041e-11,3.42463842283105e-10
CCDC88C,603.024093533264,-0.6977537904093879,0.10706764693551,-6.51694335665813,7.17545058613697e-11,3.4651841308305797e-10
PTHLH,38.394262011922,2.7530935981513,0.422561023514615,6.515256838533469,7.25653862510507e-11,3.50367329562434e-10
SRXN1,310.07957122912,-1.09335982324541,0.16783284310439703,-6.514576068793059,7.28952340110443e-11,3.51892649445018e-10
THAP11,866.297921132355,-0.570027339533212,0.0875159487259886,-6.513410959160829,7.34631602471001e-11,3.54566460733901e-10
SELENOS,555.6206999555529,-0.657500617678875,0.100961377601362,-6.512397446427151,7.39607088317882e-11,3.56899640630674e-10
STK36,477.869612581697,0.7256005063316691,0.11143286111218302,6.51154873965933,7.43798855890594e-11,3.58853815608508e-10
FZD2,539.199022093897,0.719355161523083,0.11047670222316901,6.511374317364661,7.44663202062793e-11,3.5917663352266995e-10
ZNF627,79.6652246035469,1.69157456951837,0.259788358373876,6.51135632137883,7.44752436688064e-11,3.5917663352266995e-10
DNM1P51,49.411762107889395,2.5173078152881803,0.3866937523825011,6.509822824337139,7.52394946930488e-11,3.62793148747158e-10
KPNA3,1073.3965165258198,-0.733671746655746,0.11270892386922199,-6.5094379528193995,7.5432504384059e-11,3.63654372032505e-10
ZBED4,1282.68326429207,-0.5619463118524799,0.08635084977187202,-6.50771026963916,7.63049041234057e-11,3.67789929170499e-10
KIF9-AS1,63.8638507586179,1.89577757264784,0.29134420257492,6.5070029054734,7.6664930064236e-11,3.6945473549276504e-10
LGI3,28.093010369485103,5.22464371477108,0.80325752827556,6.5043196370501395,7.804579242819541e-11,3.76037464300094e-10
C2CD2,681.500837331323,0.616683213669036,0.0948261408107301,6.50330392438848,7.85748187535069e-11,3.7851417839823596e-10
RAB14,2066.9408970535,-0.500403539118497,0.0769699164686348,-6.501287283096,7.9635584257505e-11,3.83550977240228e-10
ATP9B,486.34679438474006,0.7421468152519971,0.11418617991028099,6.49944516784009,8.061677764256691e-11,3.88202682881407e-10
AIDA,1119.42646977313,-0.669841077396607,0.10306557865249001,-6.49917349860453,8.0762477536794e-11,3.88830139706219e-10
LPIN2,760.65941266698,0.6338573189608541,0.0975749706681891,6.49610565722159,8.242577954461559e-11,3.96762444731344e-10
CCDC88A,2804.05814521746,-0.600260268704241,0.0924085958423134,-6.495718966756389,8.263779536576329e-11,3.97707186692635e-10
ATXN1L,2054.30990632875,-0.44421224664803205,0.0683868218182936,-6.49558255285383,8.27127159581637e-11,3.9799190232003604e-10
OTUD6B,424.60808435572307,-0.7981712228636171,0.12288624723883199,-6.49520382303117,8.292106848369971e-11,3.98918426624192e-10
AP5S1,228.703134480933,-0.986340170848353,0.15187489098030998,-6.49442553987563,8.33508414404023e-11,4.0090960915296e-10
DHX40,1305.44493532442,0.539667752542101,0.083097537157425,6.4943892563232195,8.337093049857341e-11,4.0092986801561203e-10
PPARG,156.39247325991698,1.31579381233191,0.20261258658926898,6.494136590829151,8.351095474405991e-11,4.01526776313214e-10
SFTA1P,25.620937865795003,-3.50269524312312,0.5394961638507629,-6.4925303974766395,8.4406480745792e-11,4.05755273518511e-10
SESTD1,447.118433647447,0.779347050829052,0.12007632187938999,6.49043074130687,8.55913064188352e-11,4.1137260557449996e-10
CTSC,1790.58211290186,-0.5077518307378179,0.078249642988309,-6.48887089253147,8.648203427689541e-11,4.1557456318937496e-10
NOD2,30.918348213007697,3.1620873335831,0.487318203156503,6.4887527555944695,8.65498625760031e-11,4.15821371721695e-10
FMNL1,397.260725654085,0.890039980538679,0.137176653541917,6.48827593878218,8.68241558926787e-11,4.17059841088439e-10
SMC5,1163.51395479891,-0.6640438349419,0.102355854132511,-6.487599957714419,8.721447745802559e-11,4.1885507507988995e-10
NAT8L,802.372295292307,0.591303790274516,0.0911609515497534,6.4863714147586204,8.792825373701991e-11,4.22202750212441e-10
DNAH7,32.202320531413804,2.9657438485700696,0.45725033139451504,6.48603980127295,8.81218961388693e-11,4.23052114315347e-10
TBC1D1,1546.36575945867,-0.49540464293322795,0.0764048674052065,-6.48394087651371,8.935724988954809e-11,4.2890121159682006e-10
SLC6A16,109.43813407394899,1.45894649857099,0.22508752322595998,6.4816853358255,9.0703657496277e-11,4.35281026053969e-10
C2orf74-DT,265.351648500696,0.9899176279094408,0.152732404086898,6.48138575325655,9.088397391672299e-11,4.36063482680047e-10
TM4SF1,10475.4177019133,-0.371021474157399,0.05725000836704099,-6.48072349227807,9.128382829540779e-11,4.3789879029552397e-10
NINL,572.4206003108931,0.704566402630177,0.10878510741053099,6.47668067257863,9.376233054296109e-11,4.4970301441041797e-10
LIN54,308.025730802226,-0.901313227672376,0.13919506893713698,-6.47518072697981,9.46985250174022e-11,4.5410694146210404e-10
ARHGAP23,48.1988831862335,-2.16055111984232,0.333749190863827,-6.47357710216545,9.57095395149367e-11,4.5886791187225806e-10
IMPDH1,4435.81179047264,-0.474670367345723,0.0733258579699091,-6.4734376178798305,9.579797538827771e-11,4.5920472181184304e-10
ANKFY1,2491.15444972271,-0.437182784848003,0.0675394109782369,-6.4730026293666505,9.60742803105096e-11,4.60441777643004e-10
LINC02298,32.9022570826354,2.9952965511649703,0.462740354837276,6.47295296347835,9.610587762262559e-11,4.6050581057429603e-10
PYCR2,576.1779897282,-0.7514311430825992,0.116143771952372,-6.469835880573469,9.810941788942399e-11,4.70016888739088e-10
LRRC58,1557.8105979815698,-0.599660763709521,0.0926866839385273,-6.46976176326725,9.815755123310809e-11,4.70158285989842e-10
TDG,312.865889485252,-0.8752993683154721,0.13532750330420001,-6.4680079580564,9.930326965443479e-11,4.75555881910447e-10
ZNF285,105.84304935998001,1.4159324169054397,0.218968116481379,6.4663862468116795,1.0037432202890801e-10,4.80593928682968e-10
LAMTOR4,1005.3367384399601,-0.58842316020236,0.0910372766465487,-6.46354089091337,1.02280879850606e-10,4.89629720945497e-10
EFHD1,29.063027238354696,3.36644497331465,0.521019965301419,6.46125906397292,1.0383537838106199e-10,4.96977061197607e-10
RBPJ,1180.4726157944801,0.577087120529287,0.0893298552005526,6.46018197649241,1.0457714712839999e-10,5.00432465280719e-10
MGAT5B,511.564222122935,0.7379050506316529,0.11422652025186099,6.46001514363412,1.04692503969637e-10,5.00889562379932e-10
ZNF521,31.3517753790384,3.08903533305762,0.478197754964159,6.45974453244587,1.04879883082965e-10,5.016910035254829e-10
RABIF,318.970829912559,-0.9072150867130571,0.14046101958557503,-6.45883882510437,1.0550940937028199e-10,5.04606743450447e-10
ZNF322,216.537146734739,1.0251199377238198,0.158730516425054,6.45824105415696,1.05926921527963e-10,5.06507597505039e-10
ZGPAT,369.09675122865997,-1.0866344451502299,0.16825626459654403,-6.45821091865933,1.0594801232614602e-10,5.06512534505837e-10
SNAI3,74.1295748293564,1.8374815610503603,0.284590409079263,6.456582872891509,1.07093547609615e-10,5.11892156774181e-10
COPS7A,1239.41956998406,-0.529313912187682,0.0820009264213924,-6.45497478245069,1.08236924587365e-10,5.17259428402751e-10
FBXL17,442.55577090929603,0.826171532231832,0.127994661083995,6.454734324345501,1.0840891638802299e-10,5.179833408950549e-10
TMEM229B,29.396046823784104,3.27629002638012,0.507611968729065,6.454319890413821,1.08705974640068e-10,5.193044403350359e-10
LINC01772,54.3194858619586,2.04276970338642,0.31651344075058097,6.45397458806863,1.08954088260838e-10,5.20391268538431e-10
THOC5,1367.99891344151,-0.479010473678478,0.0742254311833103,-6.45345491487268,1.09328538169855e-10,5.22080984467699e-10
ENSAP2,320.022631926135,-0.854075924302354,0.132356332973758,-6.45285272803447,1.09764016804781e-10,5.24061439280456e-10
TAF6,1430.59763386614,-0.59110184207813,0.0916056016082395,-6.452682278165,1.09887587267508e-10,5.245522407711e-10
CINP,322.442853029532,-0.8212709814682672,0.12732242351978998,-6.45032476420475,1.1161071778812101e-10,5.32676969492655e-10
RPS26,164.211450364085,-1.1516427861528,0.178556337358948,-6.44974467547284,1.1203874303758901e-10,5.34618733784053e-10
ENSG00000259529,30.5062817337676,-3.21213223533794,0.49806390878967205,-6.44923709317471,1.12414584513616e-10,5.36310804484759e-10
BID,768.095415355754,-0.6083048493572399,0.0943555972261112,-6.44693973903334,1.14131139528869e-10,5.44397343291086e-10
ZNF175,256.207878988372,0.974416850255391,0.151157280324751,6.4463772314633205,1.1455532754792899e-10,5.46317494096372e-10
MED17,258.603764102709,-0.8991240157801709,0.13952054514273998,-6.444384336803569,1.16070611202229e-10,5.53439402205192e-10
FEZ2,754.831083747379,-0.5860079803032721,0.0909394235130328,-6.4439377078224895,1.1641288035036002e-10,5.548618449617381e-10
TENM3,92.03016087551799,1.6392503684568602,0.254385319464311,6.44396607441352,1.16391112620784e-10,5.548618449617381e-10
CHUK,957.7904289371629,-0.6572228999072739,0.10200347339042999,-6.44314235645367,1.1702483334277301e-10,5.576733518723749e-10
ENSG00000232456,34.5973530129323,2.8508398488742,0.442552539165306,6.44181107682976,1.18056179560314e-10,5.62482008727743e-10
SLC18B1,420.615909258587,0.8138808706405021,0.126346344067981,6.441665381331429,1.18169588206108e-10,5.62916136838454e-10
ZBTB41,654.0786717174,0.7694597504514781,0.119456812089539,6.44132165417851,1.1843756583334e-10,5.64086271675499e-10
CENATAC,396.425542898679,-0.7577880987120849,0.11764563871958,-6.441276590952481,1.18472742177686e-10,5.64147404388256e-10
VPS4B,1689.39286717859,-0.534330064771147,0.0829948520633404,-6.43811093684888,1.20969575351098e-10,5.75928302557676e-10
ALDH18A1,2263.2127614502397,-0.452014030278851,0.0702094425212375,-6.43808032149126,1.20993971824444e-10,5.75935867391301e-10
SPOCK2,105.175555066785,1.5059581443151497,0.233929556882622,6.437656550902599,1.21332156468451e-10,5.774367913948991e-10
SESN3,26.935747795448698,4.561130083688821,0.708560269609351,6.43718012329917,1.21713466669889e-10,5.79142351676662e-10
PLD6,251.90390715345,-0.9077592756395111,0.141039181753193,-6.43622051940156,1.22485047251864e-10,5.82703921100995e-10
GORASP1,1051.88117436986,-0.648354450851323,0.10073590188566199,-6.43618053459454,1.22517301037895e-10,5.82747576908822e-10
RGMB-AS1,97.93003805902279,-1.47304645063653,0.228880540149462,-6.435874581887179,1.2276437304370898e-10,5.83812796252307e-10
EHBP1,1613.4682562077498,0.552213539660803,0.0858170478662452,6.434776695202639,1.2365498684731e-10,5.8793743699271e-10
RPRD2,1116.10993732844,-0.5345975920498279,0.0830916683140947,-6.433829081743751,1.24428773227493e-10,5.91505154657502e-10
RECK,301.005056967966,0.884456356927417,0.137489002859224,6.432924368744009,1.25171943794241e-10,5.94926016316993e-10
CFAP300,34.6497276113692,2.9362479099907004,0.45651292390844606,6.43190533326405,1.26014219729473e-10,5.98816536810061e-10
SAMM50,920.662931350631,-0.590109186511452,0.0917638522651553,-6.43073685274576,1.26986837103441e-10,6.03324856168598e-10
CLASP1,1914.5543569981799,0.449890890700685,0.0699779448646955,6.4290383430174005,1.28413735748422e-10,6.099894008877281e-10
RAB42,153.232622562983,1.1738253239953602,0.18262375709478798,6.427560919065431,1.2966763748186101e-10,6.15829825407551e-10
TMEM150C,100.90812061843599,1.43240215637013,0.22291395621873497,6.4258074311174,1.31171372194132e-10,6.22854360783418e-10
ANXA7,2125.4192434934102,-0.46244582499227294,0.071994188025757,-6.42337718743111,1.33283683513696e-10,6.327654777378919e-10
ARVCF,834.984734999838,0.709971736828929,0.11054685397224301,6.422360395775679,1.34177286843818e-10,6.36888129206786e-10
GNAQ,949.594961442229,0.603438086858911,0.0939641368203758,6.42200425905532,1.34491658679936e-10,6.382603580127291e-10
CLDN1,6114.738932341329,-0.41278647255304607,0.0642987620993476,-6.419819901279791,1.36435659975507e-10,6.47364390398627e-10
UBN2,1065.05672664288,0.594464288316954,0.0926116654696968,6.418892105028251,1.37269650742031e-10,6.51199177256766e-10
ENSG00000280254,115.37530647732201,1.47178822089011,0.22929364183356699,6.4187921179184295,1.3735982542858999e-10,6.51504566439285e-10
CPSF1,5214.56787617021,-0.581583226435822,0.0906191841056973,-6.41788195485703,1.38183334435716e-10,6.552874293278319e-10
GTF2H1,596.778272038902,-0.6764763509012031,0.105406698300869,-6.41777383985874,1.38281476150506e-10,6.55629710054932e-10
FASTKD2,691.6248668808971,-0.735166834473141,0.11455239713736,-6.41773417968371,1.3831749486888702e-10,6.55677375714123e-10
PRSS27,39.009313107826706,2.61814776863555,0.4079623367866,6.4176212668501105,1.38420090665452e-10,6.560405648430939e-10
AK3,879.578092049182,0.588086826235124,0.0916462757817051,6.41692006815317,1.39058886689489e-10,6.589444561236599e-10
PSMF1,3256.4066764079303,-0.463780789410248,0.07227734040728201,-6.416683109766481,1.39275407746649e-10,6.59846640979056e-10
PPHLN1,1142.01928938905,-0.568853446736048,0.0886585741885452,-6.41622597636523,1.39694045350003e-10,6.6170587754235e-10
MMP2,49.54025518555179,7.973375853836809,1.24281623412644,6.415571051372059,1.4029596203987e-10,6.64432414371867e-10
NXPH4,426.796637593548,0.775974830424638,0.12095553349555802,6.415372724168369,1.40478736510041e-10,6.650485666200909e-10
ADGRL1,1120.09509183579,0.6103317352222,0.0951356794099729,6.415382104878519,1.40470086190443e-10,6.650485666200909e-10
ZNF354A,335.53168469528197,0.810456352508257,0.12635579634402902,6.414081316076901,1.4167457675205299e-10,6.70584144731554e-10
SYNGAP1,45.9130687988015,2.35488613989057,0.367200074430803,6.413087316338039,1.42601787783864e-10,6.748463915138949e-10
KREMEN1,1271.5914684944,0.50233184599922,0.0783338147880159,6.4127075562273,1.42957594527005e-10,6.764034433194571e-10
TATDN2P2,199.561708861677,-1.07929632871679,0.16833510018173,-6.41159406179467,1.4400586408620002e-10,6.81235683758845e-10
ENSG00000268573,124.202892317819,1.2799720201956102,0.199653129151522,6.41097900962123,1.44588105227487e-10,6.8386192792742e-10
TGFBR3,263.337842145149,0.956376110608564,0.149185662777361,6.41064357528661,1.44906614049068e-10,6.852400408178029e-10
MRPS16,1696.9128587215398,-0.470186123046771,0.0733483584091555,-6.41031555776553,1.45218743357644e-10,6.865874756164041e-10
VPS9D1-AS1,274.003998319624,-0.9731194374267759,0.15180739954074898,-6.410224009967071,1.45305974060918e-10,6.86871294830833e-10
EIF4BP7,826.730291942847,0.6299553020296861,0.0982910270973489,6.4090825035918,1.46397959995114e-10,6.91903665692796e-10
TMEM160,582.461982008303,-0.6682399714554089,0.104271366274002,-6.408662275503531,1.46801974086728e-10,6.93683280246643e-10
LINC00339,87.4800178691748,1.60704777620117,0.25078672580226197,6.40802566826555,1.4741609498679e-10,6.96454860730856e-10
EID3,28.007358987742,-3.06557413946883,0.47839903627774605,-6.40798560825077,1.47454823846708e-10,6.96507521843819e-10
SPG11,740.090324989603,0.604772151755039,0.09441169769841198,6.405690888929019,1.49689967801498e-10,7.06933059084241e-10
CDKN2B,160.088219128259,1.2234093051424,0.19099534629355497,6.40544038838544,1.49935960069336e-10,7.07962390364785e-10
EEF1B2P3,3147.86544306943,-0.411708490047392,0.0642823648704581,-6.40468798677628,1.5067719827666698e-10,7.11329334620002e-10
SMAP2,600.780974426387,-0.670482735211426,0.10469050719742698,-6.40442723185037,1.50934918991301e-10,7.12355708446907e-10
TMEM63B,897.192329674662,0.597284352564923,0.0932614033649444,6.40441094616247,1.50951029459029e-10,7.12355708446907e-10
PAEP,43.2391436502463,7.77490033822484,1.21441767227604,6.40216337073987,1.5319061703826202e-10,7.22789510734341e-10
RSPRY1,1421.816770741,-0.539364496193769,0.0842525766709248,-6.40175668811209,1.5359930901025502e-10,7.245824306233811e-10
RHEBP2,223.367867824455,-0.9764585197316659,0.15254228513607998,-6.401231755906791,1.54128410321202e-10,7.26942588238886e-10
SDAD1P1,64.6038497218165,1.8697204684893798,0.29209542917936,6.40106034436191,1.5430156867504e-10,7.27623382293579e-10
MRPS33,522.366070344176,-0.7082016294464331,0.11064615265296901,-6.40059877786839,1.54768784558817e-10,7.29690318834811e-10
NEDD8,603.847581989657,-0.7738098487623442,0.120908154365963,-6.39998065325016,1.55396640648544e-10,7.325137147017059e-10
LINC01355,84.44591954060921,1.66126256693004,0.259621262620469,6.39879241847222,1.5661058110364202e-10,7.3809824449966e-10
SLITRK5,39.1491844972011,2.50737688557803,0.39192071792695293,6.39766353470847,1.57772467989746e-10,7.43435409904285e-10
NDUFB11,1897.8117159701399,-0.487760348396971,0.0762686089266277,-6.39529624653583,1.60236382570102e-10,7.54904688929143e-10
PRKCD,1085.9018022699001,-0.5390894146085929,0.0843314941814716,-6.392504008627371,1.63190947509913e-10,7.68680807036059e-10
IGSF8,778.1186982248579,0.749769027539279,0.117310099964111,6.39134249965399,1.6443559864793102e-10,7.743990557735109e-10
LOC728975,96.251192428262,1.56002378494751,0.24416103357722801,6.389323317039761,1.66621430999635e-10,7.84546778967515e-10
SLC16A9,86.8485471133583,1.76164017206663,0.27572379581476,6.389148121441621,1.66812419085927e-10,7.8529962840377e-10
CARM1,1373.93935321681,-0.525757321569582,0.0823004369782752,-6.38826889471274,1.6777413622207599e-10,7.89679867265587e-10
CAPNS1,7735.176106421601,-0.36478765782511896,0.0571071377122226,-6.38777694766242,1.68314599965045e-10,7.92076086156789e-10
GOLM2,1210.1221956194302,0.5216321980454091,0.08166209869604801,6.38769032849573,1.6840993764325398e-10,7.92229460761448e-10
ZNF233,103.668559979153,1.4344901379217498,0.224570665203831,6.387700444400151,1.6839880081819202e-10,7.92229460761448e-10
IL17C,39.9499394501908,2.55188191084554,0.39954087486400297,6.387035898928129,1.69131945043376e-10,7.9547771954467e-10
PRSS12,64.2972769892213,1.93685569083823,0.303258740757777,6.38680911883513,1.69382847889503e-10,7.96509436667734e-10
CREBZF,2757.21885309831,0.42011299817888,0.0657787867336414,6.386755047338389,1.6944272468156e-10,7.96642651956575e-10
TSPYL2,921.3837714836169,-0.6427004927386291,0.100679663458444,-6.383617809806321,1.7295242472446e-10,8.12992298797853e-10
INO80E,1139.14004438369,-0.602545126790327,0.0943920778580847,-6.38342899598241,1.73165906292508e-10,8.138443077793451e-10
ATRAID,525.7275564988761,0.711333635837346,0.11146725188468301,6.38154815706095,1.7530657452558998e-10,8.23751697045068e-10
MTARC2,327.75623344677604,0.850869258100322,0.13337884616075502,6.379341871609941,1.77850615006982e-10,8.355504614244299e-10
RAB37,25.308238271755,4.740151803982769,0.7432026995557309,6.37800670909338,1.79407656591624e-10,8.42708732189673e-10
TMEM107,208.061318730122,1.1296779477738799,0.17718582995829396,6.37566755783906,1.82167698228503e-10,8.555139884073211e-10
ENSG00000260267,46.053130817901796,2.28264184027109,0.358042475865117,6.37533810689827,1.8255974609228602e-10,8.57195743458983e-10
SLC52A1,29.5659109265835,3.18801195679425,0.500141481172702,6.3742202492766395,1.83896154575251e-10,8.63310224081471e-10
GABARAP,687.202512066355,0.705556033632744,0.110689990556979,6.374162921890861,1.83964947008093e-10,8.63472647183713e-10
TPRN,710.6137230497569,-0.6452455069444301,0.101235333991166,-6.37371836004153,1.84499272053058e-10,8.658196650964171e-10
CKS1BP2,43.5362580583354,-2.35939979263482,0.37019623473744506,-6.373375986139309,1.8491180922488902e-10,8.67594389919528e-10
PARP12,1310.1887018826899,-0.483095266261741,0.0758260043626456,-6.37110276774295,1.87673829225927e-10,8.80390030765952e-10
HEXIM2,46.4024505201722,2.28925150881498,0.35933498817768394,6.370800462333469,1.88044161333292e-10,8.81963440190991e-10
CLIC3,35.219887937303795,2.75179440390037,0.43195682003342606,6.37053121116928,1.88374602173361e-10,8.833492022435861e-10
ZDHHC23,532.449099645784,0.6972387393195251,0.10945365382747099,6.37017326455419,1.88814773809861e-10,8.852489172385089e-10
PLEKHM3,405.28591678190804,0.7564512085097759,0.118763204728174,6.36940717658425,1.89760221660667e-10,8.895164502274301e-10
ENSG00000233967,71.7906372105357,1.69003787741678,0.265339674625505,6.369337264779801,1.89846731465716e-10,8.896971976772141e-10
SLC20A2,503.46486581381896,-0.667928651431762,0.104866571066076,-6.36931907510262,1.89869245932303e-10,8.896971976772141e-10
SHROOM1,686.890361301161,-0.697844450671297,0.109580762125894,-6.368311710312491,1.91120203367612e-10,8.953928340331979e-10
TDP1,400.5369568605,-0.7509839062617031,0.11793218815354402,-6.36792989276132,1.91596450227426e-10,8.974575331372591e-10
SAR1B,740.193358285122,-0.703928726481173,0.11055671032739,-6.367128005135441,1.92600434431045e-10,9.01992984097319e-10
FBXO45,530.596605229447,-0.665510845948022,0.104544116702013,-6.3658373798782,1.94227133885623e-10,9.09442533817867e-10
ZNF333,133.846497102663,1.3065488602678998,0.205249762315844,6.365653463010339,1.9446003198242002e-10,9.10364243162785e-10
JADE1,858.071120766639,-0.5878776048191059,0.0923781050823463,-6.363819698348101,1.96797142151313e-10,9.21134649417045e-10
LINC01305,31.3493902952565,3.08855302824471,0.48535812328255296,6.36345181029698,1.9726930473495602e-10,9.231735513652891e-10
FAM117A,235.54712930878298,1.0164336116775,0.159731265919767,6.3633979598462105,1.9733851139695099e-10,9.23326309022756e-10
NALCN,85.721560394889,1.57682980354837,0.247844962361062,6.362162008567389,1.98933447019828e-10,9.306164142542989e-10
ZNF529,373.214366131281,0.779473687709596,0.12253024574262099,6.36147983696131,1.99819143014894e-10,9.345865900003889e-10
NR3C1,1085.20067061495,0.5621863994152061,0.0883985032385907,6.359682334188911,2.0217141644154e-10,9.454134459225521e-10
NTF4,30.787469549649895,3.0703116946743303,0.4828025614935929,6.35935253776626,2.02605926553398e-10,9.47269923593116e-10
FOS,159.950715037452,1.27419224698472,0.20037440541481896,6.3590569082257105,2.02996196781492e-10,9.48918911722739e-10
DKKL1,52.319629989168796,2.2709322756214503,0.35728411787613207,6.3560963446149,2.06945259479377e-10,9.672000170966569e-10
LOC400627,22.546428239566698,-4.60133780539774,0.7239999541128309,-6.3554393605398705,2.07831725215622e-10,9.71163346621925e-10
TSEN15,427.706768346241,-0.8324902075601239,0.131021239238067,-6.353856919697419,2.0998216117404e-10,9.81030441066949e-10
ZCCHC17,514.748678803066,-0.660307087141621,0.103932299068075,-6.35324238049546,2.1082312718785802e-10,9.84777211940028e-10
PHF8,1608.9184951736402,-0.499811162289531,0.07867827729412301,-6.35259412736107,2.1171379475989202e-10,9.88754715235212e-10
SMCHD1,2665.16350580965,-0.517257905433816,0.0814264592421385,-6.35245484389346,2.11905642500105e-10,9.89467693123643e-10
PTTG1IP,7457.762676218091,-0.33813577072598194,0.0532334400307511,-6.3519428864761105,2.12612268234964e-10,9.92583656400316e-10
MEN1,1561.95965012883,-0.587450914678182,0.0924923709290387,-6.35134453552804,2.13441055583803e-10,9.96268675712052e-10
NOA1,788.3757300178411,0.600326362829418,0.0945202883199515,6.3512963565802005,2.13507926286378e-10,9.963966280879e-10
TMEM42,267.599750226168,0.990194122393723,0.155931372186671,6.350191808793481,2.1504662534188102e-10,1.00339197766689e-09
PTPMT1,332.62932739065104,-0.8005212926107339,0.126081427651594,-6.3492403879090595,2.1638068939006398e-10,1.0094301068682598e-09
AVEN,97.6849450031218,-1.4666060709400799,0.23101130503474399,-6.34863333082123,2.1723611428750302e-10,1.01323353490728e-09
RBM11,127.49927032599399,1.2862322178160601,0.202618443678766,6.3480510187674595,2.1805977388469697e-10,1.01688742569462e-09
FAM234B,603.732220092126,0.6416231094316089,0.101083997360017,6.34742517301158,2.1894841157319498e-10,1.02084292633795e-09
GBP3,292.647427359812,-0.875422030788536,0.13797716426788,-6.34468779985157,2.22876956230669e-10,1.0389678602061801e-09
PIKFYVE,1744.65408420267,-0.46727757254556396,0.0736523943911686,-6.34436363417933,2.23346718186011e-10,1.04096554589021e-09
ZNF716,399.738049647187,0.8058281190517821,0.127025274138512,6.34384081842707,2.2410639075810603e-10,1.0443134488694802e-09
DCXR,1031.94215880993,-0.7281504404498291,0.114784658041305,-6.34362163790048,2.2442561931574498e-10,1.04560806991904e-09
CASP8AP2,1004.98322885196,-0.578330398789704,0.0911743148658917,-6.34312854053656,2.2514542246285798e-10,1.04876816233759e-09
FKBP15,1157.85043879276,-0.529731443294542,0.08352927660685601,-6.34186556873715,2.2699935700876098e-10,1.05720910423926e-09
TJP2,151.83156512989902,-1.3031143797916,0.205490324401132,-6.34148777364246,2.27556819481555e-10,1.05960995861114e-09
H2AW,456.63620007748597,0.8346205195534592,0.131635740918577,6.34037924449188,2.29200259563101e-10,1.06706581019311e-09
HNRNPRP1,54.829395340876,-2.0456635800528704,0.322642706840394,-6.34033727303444,2.29262711226064e-10,1.0671598126968802e-09
ACE,26.210230823899998,4.78445161155626,0.7546242065125741,6.3401777603546,2.2950021066316198e-10,1.0680684334069601e-09
USP36,1442.81253036037,-0.480610897221045,0.0758179910696828,-6.339008597304111,2.31248336093715e-10,1.07600570905445e-09
KLK10,26.322717889558202,4.79757066200175,0.7569990029732192,6.337618204460799,2.33344178517547e-10,1.08555770005989e-09
IMPA2,313.975643202474,0.8566111340393691,0.135189717430737,6.33636307789639,2.3525205012107197e-10,1.09423186031632e-09
SLC15A4,648.030811014488,0.612045855898439,0.0965951539718339,6.336196286584981,2.35506727565988e-10,1.09521471169362e-09
CENPP,136.052770666764,-1.20309134627625,0.189892070100699,-6.3356587014837,2.3632941260293096e-10,1.0988382115723099e-09
EIF4EBP2,1735.3796144433302,-0.47951666502133705,0.0757143163634708,-6.3332364082823,2.40071283896504e-10,1.11603093905643e-09
LAPTM5,26.6827134379282,5.146617644773349,0.812749766993193,6.332352039685611,2.41451794009954e-10,1.12224198460139e-09
MTHFD1L,2228.80207064563,-0.479347416648617,0.0757101868268338,-6.331346371459791,2.43031077366731e-10,1.1293744508032198e-09
GPATCH3,329.962229166051,-0.8251738734421659,0.130345711867543,-6.33065608081306,2.44120932143035e-10,1.13423031802685e-09
ARFGAP2,1672.9557813741299,-0.475966458243649,0.075185295383633,-6.33057908218662,2.4424279576853203e-10,1.13458776283057e-09
FZD6,1362.97814240663,-0.634750618903435,0.10031696098820402,-6.327450638961,2.49244663392667e-10,1.15761012322818e-09
VMAC,57.8816825848001,2.01509418170769,0.318484366610763,6.327136880066861,2.49751797927313e-10,1.15975218853632e-09
