value,gene,X,cancer
1.3511689,LARP6,0.007507062362590694,BRCA
0.5350383,LARP6,0.007507062362590694,BRCA
0.6159408,LARP6,0.007507062362590694,BRCA
0.18607125,LARP6,0.007507062362590694,BRCA
0.6698677,LARP6,0.007507062362590694,BRCA
0.5702649,LARP6,0.007507062362590694,BRCA
0.3751699,LARP6,0.007507062362590694,BRCA
0.30331773,LARP6,0.007507062362590694,BRCA
1.1490629,LARP6,0.007507062362590694,BRCA
1.8776364,LARP6,0.007507062362590694,BRCA
0.20887886,LARP6,0.007507062362590694,BRCA
0.3342474,LARP6,0.007507062362590694,BRCA
0.3763185,LARP6,0.007507062362590694,BRCA
0.27455115,LARP6,0.007507062362590694,BRCA
0.30428365,LARP6,0.007507062362590694,BRCA
0.52911526,LARP6,0.007507062362590694,BRCA
1.1287538,LARP6,0.007507062362590694,BRCA
1.6679243,LARP6,0.007507062362590694,BRCA
1.5122066,LARP6,0.007507062362590694,BRCA
2.122527,LARP6,0.007507062362590694,BRCA
0.616992,LARP6,0.007507062362590694,BRCA
0.4143693,LARP6,0.007507062362590694,BRCA
0.2688778,LARP6,0.007507062362590694,BRCA
0.47166792,LARP6,0.007507062362590694,BRCA
0.3558156,LARP6,0.007507062362590694,BRCA
0.3370667,LARP6,0.007507062362590694,BRCA
0.24226347,LARP6,0.007507062362590694,BRCA
0.33018026,LARP6,0.007507062362590694,BRCA
0.33748993,LARP6,0.007507062362590694,BRCA
0.16405869,LARP6,0.007507062362590694,BRCA
1.4984999,LARP6,0.007507062362590694,BRCA
1.0305248,LARP6,0.007507062362590694,BRCA
0.3577984,LARP6,0.007507062362590694,BRCA
1.3977085,LARP6,0.007507062362590694,BRCA
0.3057915,LARP6,0.007507062362590694,BRCA
0.21861464,LARP6,0.007507062362590694,BRCA
1.1738068,LARP6,0.007507062362590694,BRCA
1.0622368,LARP6,0.007507062362590694,BRCA
1.4573822,LARP6,0.007507062362590694,BRCA
0.63210714,LARP6,0.007507062362590694,BRCA
1.2765955,LARP6,0.007507062362590694,BRCA
2.0501037,LARP6,0.007507062362590694,BRCA
1.8967404,LARP6,0.007507062362590694,BRCA
1.3343596,LARP6,0.007507062362590694,BRCA
1.8651707,LARP6,0.008733625758205878,BRCA
1.0193934,LARP6,0.007507062362590694,BRCA
0.2559397,LARP6,0.007507062362590694,BRCA
0.3502056,LARP6,0.007507062362590694,BRCA
1.6102424,LARP6,0.007507062362590694,BRCA
2.0560536,LARP6,0.007507062362590694,BRCA
0.47151613,LARP6,0.007507062362590694,BRCA
1.5896353,LARP6,0.007507062362590694,BRCA
0.9923141,LARP6,0.007507062362590694,BRCA
1.9713167,LARP6,0.007507062362590694,BRCA
0.93634796,LARP6,0.007507062362590694,BRCA
1.6438055,LARP6,0.007507062362590694,BRCA
1.8044338,LARP6,0.007507062362590694,BRCA
0.97082055,LARP6,0.007507062362590694,BRCA
1.459078,LARP6,0.007507062362590694,BRCA
0.29821885,LARP6,0.007507062362590694,BRCA
0.6185757,LARP6,0.007507062362590694,BRCA
0.2935512,LARP6,0.007507062362590694,BRCA
0.97424686,LARP6,0.007507062362590694,BRCA
1.3371278,LARP6,0.007507062362590694,BRCA
0.66629887,LARP6,0.007507062362590694,BRCA
0.9007968,LARP6,0.007507062362590694,BRCA
0.32456568,LARP6,0.007507062362590694,BRCA
0.38246712,LARP6,0.007507062362590694,BRCA
1.3040948,LARP6,0.007507062362590694,BRCA
0.40568855,LARP6,0.007507062362590694,BRCA
0.11111167,LARP6,0.007507062362590694,BRCA
0.8968421,LARP6,0.005022402855122221,BRCA
0.33808807,LARP6,0.007507062362590694,BRCA
0.6152857,LARP6,0.008733625758205878,BRCA
0.1342713,LARP6,0.007507062362590694,BRCA
0.16106881,LARP6,0.007507062362590694,BRCA
0.44858298,LARP6,0.007507062362590694,BRCA
0.09044905,LARP6,0.007507062362590694,BRCA
0.71298397,LARP6,0.007507062362590694,BRCA
0.2989108,LARP6,0.007507062362590694,BRCA
0.16235061,LARP6,0.007507062362590694,BRCA
0.18344514,LARP6,0.007507062362590694,BRCA
0.4796222,LARP6,0.007507062362590694,BRCA
0.122340694,LARP6,0.007507062362590694,BRCA
0.27541786,LARP6,0.007507062362590694,BRCA
0.15178668,LARP6,0.007507062362590694,BRCA
0.18061796,LARP6,0.007507062362590694,BRCA
0.3536431,LARP6,0.007507062362590694,BRCA
1.5434351,LARP6,0.008733625758205878,BRCA
0.7463339,LARP6,0.008733625758205878,BRCA
0.8508873,LARP6,0.008733625758205878,BRCA
0.31546715,LARP6,0.008733625758205878,BRCA
1.2256231,LARP6,0.008733625758205878,BRCA
0.97978354,LARP6,0.008733625758205878,BRCA
2.487829,LARP6,0.008733625758205878,BRCA
1.779306,LARP6,0.008733625758205878,BRCA
0.73640054,LARP6,0.008733625758205878,BRCA
1.2636366,LARP6,0.008733625758205878,BRCA
0.1693098,LARP6,0.008733625758205878,BRCA
1.1857597,LARP6,0.008733625758205878,BRCA
0.43061388,LARP6,0.008733625758205878,BRCA
0.44660395,LARP6,0.008733625758205878,BRCA
0.9181036,LARP6,0.008733625758205878,BRCA
1.549279,LARP6,0.008733625758205878,BRCA
0.38221925,LARP6,0.008733625758205878,BRCA
1.3692042,LARP6,0.008733625758205878,BRCA
1.8068058,LARP6,0.008733625758205878,BRCA
0.41739655,LARP6,0.008733625758205878,BRCA
1.0375679,LARP6,0.008733625758205878,BRCA
1.8202353,LARP6,0.008733625758205878,BRCA
0.6122906,LARP6,0.008733625758205878,BRCA
0.727682,LARP6,0.008733625758205878,BRCA
0.55624473,LARP6,0.008733625758205878,BRCA
0.45120335,LARP6,0.008733625758205878,BRCA
0.4164807,LARP6,0.008733625758205878,BRCA
0.90586627,LARP6,0.008733625758205878,BRCA
0.51347494,LARP6,0.008733625758205878,BRCA
1.780679,LARP6,0.008733625758205878,BRCA
1.0769792,LARP6,0.008733625758205878,BRCA
0.8643736,LARP6,0.008733625758205878,BRCA
0.70309246,LARP6,0.008733625758205878,BRCA
0.44236517,LARP6,0.008733625758205878,BRCA
0.7382192,LARP6,0.008733625758205878,BRCA
0.6637627,LARP6,0.008733625758205878,BRCA
0.45208955,LARP6,0.008733625758205878,BRCA
1.1138036,LARP6,0.008733625758205878,BRCA
1.1302912,LARP6,0.008733625758205878,BRCA
1.4597151,LARP6,0.008733625758205878,BRCA
1.7959594,LARP6,0.008733625758205878,BRCA
2.0325246,LARP6,0.008733625758205878,BRCA
1.0160546,LARP6,0.008733625758205878,BRCA
0.5331058,LARP6,0.008733625758205878,BRCA
0.25611633,LARP6,0.008733625758205878,BRCA
0.38945618,LARP6,0.008733625758205878,BRCA
0.2025976,LARP6,0.008733625758205878,BRCA
1.9230051,LARP6,0.007507062362590694,BRCA
1.0324707,LARP6,0.008733625758205878,BRCA
0.664913,LARP6,0.008733625758205878,BRCA
0.5781661,LARP6,0.008733625758205878,BRCA
0.77121097,LARP6,0.008733625758205878,BRCA
0.895979,LARP6,0.008733625758205878,BRCA
0.85862297,LARP6,0.008733625758205878,BRCA
0.8441833,LARP6,0.008733625758205878,BRCA
0.9643815,LARP6,0.008733625758205878,BRCA
0.96009517,LARP6,0.008733625758205878,BRCA
2.4210553,LARP6,0.008733625758205878,BRCA
1.7697685,LARP6,0.008733625758205878,BRCA
0.9728732,LARP6,0.008733625758205878,BRCA
1.367741,LARP6,0.008733625758205878,BRCA
1.1686612,LARP6,0.008733625758205878,BRCA
1.5012177,LARP6,0.008733625758205878,BRCA
1.9269142,LARP6,0.008733625758205878,BRCA
0.9020584,LARP6,0.008733625758205878,BRCA
1.9364936,LARP6,0.008733625758205878,BRCA
0.749869,LARP6,0.008733625758205878,BRCA
0.6609303,LARP6,0.008733625758205878,BRCA
0.76601475,LARP6,0.008733625758205878,BRCA
1.29564,LARP6,0.008733625758205878,BRCA
0.13219883,LARP6,0.008733625758205878,BRCA
1.4276258,LARP6,0.008733625758205878,BRCA
0.574006,LARP6,0.008733625758205878,BRCA
1.7817105,LARP6,0.008733625758205878,BRCA
1.2734828,LARP6,0.008733625758205878,BRCA
0.94015425,LARP6,0.008733625758205878,BRCA
0.79109794,LARP6,0.008733625758205878,BRCA
0.89311457,LARP6,0.008733625758205878,BRCA
0.4355439,LARP6,0.008733625758205878,BRCA
0.25927037,LARP6,0.008733625758205878,BRCA
1.3364345,LARP6,0.008733625758205878,BRCA
1.0935017,LARP6,0.008733625758205878,BRCA
0.6771791,LARP6,0.008733625758205878,BRCA
1.3844129,LARP6,0.008733625758205878,BRCA
1.5414988,LARP6,0.008733625758205878,BRCA
0.41003945,LARP6,0.008733625758205878,BRCA
2.2168183,LARP6,0.008733625758205878,BRCA
1.503036,LARP6,0.008733625758205878,BRCA
0.89112115,LARP6,0.008733625758205878,BRCA
0.8227412,LARP6,0.008733625758205878,BRCA
1.9467721,LARP6,0.008733625758205878,BRCA
1.3983918,LARP6,0.008733625758205878,BRCA
1.7973648,LARP6,0.008733625758205878,BRCA
1.4736814,LARP6,0.008733625758205878,BRCA
0.4218712,LARP6,0.008733625758205878,BRCA
0.6556754,LARP6,0.008733625758205878,BRCA
1.4093428,LARP6,0.008733625758205878,BRCA
0.9496541,LARP6,0.008733625758205878,BRCA
1.2339433,LARP6,0.008733625758205878,BRCA
1.61509,LARP6,0.008733625758205878,BRCA
1.4250553,LARP6,0.008733625758205878,BRCA
0.51910496,LARP6,0.008733625758205878,BRCA
0.79231447,LARP6,0.008733625758205878,BRCA
0.66399246,LARP6,0.008733625758205878,BRCA
0.8290277,LARP6,0.008733625758205878,BRCA
1.7076321,LARP6,0.008733625758205878,BRCA
1.1595244,LARP6,0.008733625758205878,BRCA
1.4439799,LARP6,0.008733625758205878,BRCA
2.1512296,LARP6,0.008733625758205878,BRCA
0.4290582,LARP6,0.008733625758205878,BRCA
0.6254012,LARP6,0.008733625758205878,BRCA
1.7603576,LARP6,0.008733625758205878,BRCA
0.5007159,LARP6,0.008733625758205878,BRCA
0.27670252,LARP6,0.008733625758205878,BRCA
0.6901456,LARP6,0.008733625758205878,BRCA
0.40053862,LARP6,0.008733625758205878,BRCA
1.3371278,LARP6,0.008733625758205878,BRCA
1.4498078,LARP6,0.008733625758205878,BRCA
0.5100229,LARP6,0.008733625758205878,BRCA
1.1607839,LARP6,0.008733625758205878,BRCA
1.5483013,LARP6,0.008733625758205878,BRCA
0.91298693,LARP6,0.008733625758205878,BRCA
0.8079754,LARP6,0.008733625758205878,BRCA
1.2450399,LARP6,0.008733625758205878,BRCA
1.1202903,LARP6,0.008733625758205878,BRCA
1.3458639,LARP6,0.008733625758205878,BRCA
0.7647786,LARP6,0.008733625758205878,BRCA
0.79364604,LARP6,0.008733625758205878,BRCA
0.41483662,LARP6,0.008733625758205878,BRCA
1.808709,LARP6,0.008733625758205878,BRCA
1.927776,LARP6,0.008733625758205878,BRCA
1.393117,LARP6,0.008733625758205878,BRCA
1.5917196,LARP6,0.008733625758205878,BRCA
0.6617026,LARP6,0.008733625758205878,BRCA
0.49353287,LARP6,0.008733625758205878,BRCA
1.2693591,LARP6,0.008733625758205878,BRCA
1.8951293,LARP6,0.008733625758205878,BRCA
2.083615,LARP6,0.008733625758205878,BRCA
2.0325246,LARP6,0.008733625758205878,BRCA
0.35470465,LARP6,0.008733625758205878,BRCA
1.8393669,LARP6,0.008733625758205878,BRCA
0.8982846,LARP6,0.008733625758205878,BRCA
1.4812596,LARP6,0.008733625758205878,BRCA
1.1681495,LARP6,0.008733625758205878,BRCA
1.7563623,LARP6,0.008733625758205878,BRCA
0.99428654,LARP6,0.008733625758205878,BRCA
0.5915032,LARP6,0.008733625758205878,BRCA
0.7459432,LARP6,0.008733625758205878,BRCA
0.427934,LARP6,0.008733625758205878,BRCA
0.17490904,LARP6,0.008733625758205878,BRCA
1.732856,LARP6,0.008733625758205878,BRCA
1.8529139,LARP6,0.008733625758205878,BRCA
1.1146388,LARP6,0.008733625758205878,BRCA
2.5493217,LARP6,0.008733625758205878,BRCA
0.38760835,LARP6,0.008733625758205878,BRCA
0.45836967,LARP6,0.008733625758205878,BRCA
1.4412239,LARP6,0.008733625758205878,BRCA
1.570156,LARP6,0.008733625758205878,BRCA
0.78900594,LARP6,0.008733625758205878,BRCA
0.8156114,LARP6,0.008733625758205878,BRCA
0.09719225,LARP6,0.008733625758205878,BRCA
0.4470936,LARP6,0.008733625758205878,BRCA
0.93840563,LARP6,0.008733625758205878,BRCA
1.9966855,LARP6,0.008733625758205878,BRCA
0.76580846,LARP6,0.008733625758205878,BRCA
1.8371334,LARP6,0.008733625758205878,BRCA
1.0354701,LARP6,0.008733625758205878,BRCA
0.53700995,LARP6,0.008733625758205878,BRCA
0.43641728,LARP6,0.008733625758205878,BRCA
1.1701996,LARP6,0.008733625758205878,BRCA
1.6726168,LARP6,0.008733625758205878,BRCA
0.8505655,LARP6,0.007507062362590694,BRCA
0.16104269,LARP6,0.008733625758205878,BRCA
0.9770068,LARP6,0.008733625758205878,BRCA
1.3619239,LARP6,0.008733625758205878,BRCA
1.1635656,LARP6,0.008733625758205878,BRCA
2.0344582,LARP6,0.008733625758205878,BRCA
0.6017277,LARP6,0.008733625758205878,BRCA
1.4548471,LARP6,0.008733625758205878,BRCA
1.595908,LARP6,0.008733625758205878,BRCA
0.38344523,LARP6,0.008733625758205878,BRCA
1.9301405,LARP6,0.008733625758205878,BRCA
0.33508062,LARP6,0.008733625758205878,BRCA
0.6028047,LARP6,0.008733625758205878,BRCA
0.11771793,LARP6,0.008733625758205878,BRCA
1.7931566,LARP6,0.008733625758205878,BRCA
1.0336422,LARP6,0.008733625758205878,BRCA
0.59942424,LARP6,0.008733625758205878,BRCA
1.9624587,LARP6,0.008733625758205878,BRCA
0.29806885,LARP6,0.008733625758205878,BRCA
1.0601667,LARP6,0.008733625758205878,BRCA
0.620434,LARP6,0.008733625758205878,BRCA
0.6685442,LARP6,0.008733625758205878,BRCA
0.67659444,LARP6,0.008733625758205878,BRCA
0.8441833,LARP6,0.008733625758205878,BRCA
0.6988914,LARP6,0.008733625758205878,BRCA
0.5532305,LARP6,0.008733625758205878,BRCA
1.1988641,LARP6,0.008733625758205878,BRCA
1.266695,LARP6,0.008733625758205878,BRCA
2.3362832,LARP6,0.008733625758205878,BRCA
0.3297386,LARP6,0.008733625758205878,BRCA
1.2286925,LARP6,0.008733625758205878,BRCA
1.0088906,LARP6,0.008733625758205878,BRCA
1.3832868,LARP6,0.008733625758205878,BRCA
1.6415527,LARP6,0.007507062362590694,BRCA
0.4808034,LARP6,0.008733625758205878,BRCA
1.9230051,LARP6,0.008733625758205878,BRCA
2.0865088,LARP6,0.008733625758205878,BRCA
0.6402395,LARP6,0.008733625758205878,BRCA
1.7251924,LARP6,0.008733625758205878,BRCA
1.0247345,LARP6,0.008733625758205878,BRCA
0.31641132,LARP6,0.008733625758205878,BRCA
1.9695368,LARP6,0.008733625758205878,BRCA
1.1884865,LARP6,0.008733625758205878,BRCA
0.2859892,LARP6,0.008733625758205878,BRCA
0.84748936,LARP6,0.008733625758205878,BRCA
1.2233499,LARP6,0.008733625758205878,BRCA
1.9433302,LARP6,0.008733625758205878,BRCA
2.0823784,LARP6,0.008733625758205878,BRCA
0.98327863,LARP6,0.008733625758205878,BRCA
0.6896481,LARP6,0.008733625758205878,BRCA
0.36953187,LARP6,0.008733625758205878,BRCA
0.9885074,LARP6,0.008733625758205878,BRCA
0.6570965,LARP6,0.008733625758205878,BRCA
1.5195221,LARP6,0.008733625758205878,BRCA
0.45301425,LARP6,0.008733625758205878,BRCA
0.5992693,LARP6,0.008733625758205878,BRCA
0.75433755,LARP6,0.008733625758205878,BRCA
0.40181366,LARP6,0.008733625758205878,BRCA
0.45252526,LARP6,0.008733625758205878,BRCA
0.51248384,LARP6,0.008733625758205878,BRCA
0.54335284,LARP6,0.008733625758205878,BRCA
1.9097567,LARP6,0.008733625758205878,BRCA
0.21722506,LARP6,0.008733625758205878,BRCA
1.4862641,LARP6,0.008733625758205878,BRCA
0.45006174,LARP6,0.008733625758205878,BRCA
0.6932589,LARP6,0.008733625758205878,BRCA
1.2841367,LARP6,0.008733625758205878,BRCA
0.8644402,LARP6,0.008733625758205878,BRCA
0.50003076,LARP6,0.008733625758205878,BRCA
1.0647327,LARP6,0.008733625758205878,BRCA
1.7550356,LARP6,0.008733625758205878,BRCA
1.6216085,LARP6,0.007507062362590694,BRCA
1.1567641,LARP6,0.008733625758205878,BRCA
1.0657067,LARP6,0.008733625758205878,BRCA
1.4439799,LARP6,0.008733625758205878,BRCA
0.6552031,LARP6,0.008733625758205878,BRCA
1.7590233,LARP6,0.008733625758205878,BRCA
0.76177436,LARP6,0.008733625758205878,BRCA
0.29788905,LARP6,0.008733625758205878,BRCA
1.530001,LARP6,0.008733625758205878,BRCA
2.425765,LARP6,0.008733625758205878,BRCA
1.3805431,LARP6,0.008733625758205878,BRCA
0.7401537,LARP6,0.008733625758205878,BRCA
2.1378522,LARP6,0.008733625758205878,BRCA
1.8871264,LARP6,0.008733625758205878,BRCA
0.37853992,LARP6,0.008733625758205878,BRCA
1.9381969,LARP6,0.008733625758205878,BRCA
0.95489347,LARP6,0.008733625758205878,BRCA
1.5196389,LARP6,0.008733625758205878,BRCA
1.2734828,LARP6,0.008733625758205878,BRCA
0.33122784,LARP6,0.008733625758205878,BRCA
1.3840373,LARP6,0.008733625758205878,BRCA
0.36609432,LARP6,0.008733625758205878,BRCA
2.0219765,LARP6,0.008733625758205878,BRCA
1.7076321,LARP6,0.008733625758205878,BRCA
2.1160493,LARP6,0.008733625758205878,BRCA
1.1787419,LARP6,0.008733625758205878,BRCA
0.31962296,LARP6,0.008733625758205878,BRCA
0.63656735,LARP6,0.008733625758205878,BRCA
2.5627873,LARP6,0.008733625758205878,BRCA
1.3100221,LARP6,0.008733625758205878,BRCA
2.1400661,LARP6,0.008733625758205878,BRCA
1.8101398,LARP6,0.008733625758205878,BRCA
0.75178206,LARP6,0.008733625758205878,BRCA
0.6072164,LARP6,0.008733625758205878,BRCA
0.55207604,LARP6,0.008733625758205878,BRCA
0.5323028,LARP6,0.008733625758205878,BRCA
0.5280614,LARP6,0.008733625758205878,BRCA
1.0116808,LARP6,0.008733625758205878,BRCA
1.8158913,LARP6,0.008733625758205878,BRCA
1.5742092,LARP6,0.008733625758205878,BRCA
0.44163343,LARP6,0.008733625758205878,BRCA
0.468501,LARP6,0.008733625758205878,BRCA
0.559293,LARP6,0.008733625758205878,BRCA
0.7410961,LARP6,0.008733625758205878,BRCA
0.7018008,LARP6,0.008733625758205878,BRCA
0.99615914,LARP6,0.008733625758205878,BRCA
1.1495563,LARP6,0.008733625758205878,BRCA
0.59578854,LARP6,0.008733625758205878,BRCA
0.58591676,LARP6,0.008733625758205878,BRCA
1.9875275,LARP6,0.008733625758205878,BRCA
0.598125,LARP6,0.008733625758205878,BRCA
1.4780422,LARP6,0.008733625758205878,BRCA
1.5424662,LARP6,0.008733625758205878,BRCA
0.80378515,LARP6,0.008733625758205878,BRCA
0.54802245,LARP6,0.008733625758205878,BRCA
0.4083331,LARP6,0.008733625758205878,BRCA
0.74714446,LARP6,0.008733625758205878,BRCA
0.79834396,LARP6,0.008733625758205878,BRCA
1.6563324,LARP6,0.008733625758205878,BRCA
1.2969326,LARP6,0.008733625758205878,BRCA
0.4138681,LARP6,0.008733625758205878,BRCA
0.9476358,LARP6,0.008733625758205878,BRCA
1.2788293,LARP6,0.008733625758205878,BRCA
0.5922584,LARP6,0.008733625758205878,BRCA
0.67781806,LARP6,0.008733625758205878,BRCA
0.75825566,LARP6,0.008733625758205878,BRCA
1.1348348,LARP6,0.008733625758205878,BRCA
0.46574676,LARP6,0.008733625758205878,BRCA
1.652893,LARP6,0.008733625758205878,BRCA
0.15498471,LARP6,0.008733625758205878,BRCA
0.49671793,LARP6,0.008733625758205878,BRCA
1.6356742,LARP6,0.008733625758205878,BRCA
0.9057191,LARP6,0.008733625758205878,BRCA
0.4862337,LARP6,0.008733625758205878,BRCA
0.57504404,LARP6,0.008733625758205878,BRCA
1.0869137,LARP6,0.008733625758205878,BRCA
0.63405055,LARP6,0.008733625758205878,BRCA
0.29067227,LARP6,0.008733625758205878,BRCA
1.1863644,LARP6,0.008733625758205878,BRCA
0.16040957,LARP6,0.008733625758205878,BRCA
0.27675417,LARP6,0.008733625758205878,BRCA
0.70145726,LARP6,0.008733625758205878,BRCA
1.4871092,LARP6,0.008733625758205878,BRCA
0.5109597,LARP6,0.008733625758205878,BRCA
1.4443944,LARP6,0.008733625758205878,BRCA
0.2572482,LARP6,0.008733625758205878,BRCA
1.0626519,LARP6,0.008733625758205878,BRCA
1.9571934,LARP6,0.008733625758205878,BRCA
0.9567087,LARP6,0.008733625758205878,BRCA
0.62116724,LARP6,0.008733625758205878,BRCA
0.7325349,LARP6,0.008733625758205878,BRCA
1.9081169,LARP6,0.008733625758205878,BRCA
0.95703965,LARP6,0.008733625758205878,BRCA
1.8334261,LARP6,0.008733625758205878,BRCA
0.3988753,LARP6,0.008733625758205878,BRCA
1.1087646,LARP6,0.008733625758205878,BRCA
1.2426852,LARP6,0.008733625758205878,BRCA
1.9748893,LARP6,0.008733625758205878,BRCA
1.3630621,LARP6,0.008733625758205878,BRCA
0.398318,LARP6,0.007242972251755932,BRCA
0.5084251,LARP6,0.007242972251755932,BRCA
0.6055442,LARP6,0.007242972251755932,BRCA
0.40784284,LARP6,0.007242972251755932,BRCA
1.1774387,LARP6,0.007242972251755932,BRCA
0.8546066,LARP6,0.007242972251755932,BRCA
0.58865154,LARP6,0.007242972251755932,BRCA
0.15218987,LARP6,0.007242972251755932,BRCA
0.3077137,LARP6,0.007242972251755932,BRCA
0.30384666,LARP6,0.007242972251755932,BRCA
0.52985233,LARP6,0.007242972251755932,BRCA
0.21271856,LARP6,0.007242972251755932,BRCA
0.7181746,LARP6,0.007242972251755932,BRCA
0.3446241,LARP6,0.007242972251755932,BRCA
0.40852195,LARP6,0.007242972251755932,BRCA
0.9704793,LARP6,0.007242972251755932,BRCA
0.5317009,LARP6,0.007242972251755932,BRCA
0.42240134,LARP6,0.007242972251755932,BRCA
0.48785472,LARP6,0.007242972251755932,BRCA
0.18705355,LARP6,0.007242972251755932,BRCA
0.45059723,LARP6,0.007242972251755932,BRCA
0.5520412,LARP6,0.007242972251755932,BRCA
0.3179748,LARP6,0.007242972251755932,BRCA
0.32047087,LARP6,0.007242972251755932,BRCA
0.28592023,LARP6,0.007242972251755932,BRCA
0.31597224,LARP6,0.007242972251755932,BRCA
0.5162895,LARP6,0.007242972251755932,BRCA
0.18027888,LARP6,0.007242972251755932,BRCA
0.59106827,LARP6,0.007242972251755932,BRCA
0.28571358,LARP6,0.007242972251755932,BRCA
0.23723343,LARP6,0.007242972251755932,BRCA
0.15659785,LARP6,0.007242972251755932,BRCA
0.32604995,LARP6,0.007242972251755932,BRCA
0.43464196,LARP6,0.007242972251755932,BRCA
0.18035534,LARP6,0.007242972251755932,BRCA
0.86627525,LARP6,0.007242972251755932,BRCA
0.15459064,LARP6,0.007242972251755932,BRCA
0.84545165,LARP6,0.007242972251755932,BRCA
0.46574676,LARP6,0.007242972251755932,BRCA
0.2496453,LARP6,0.007242972251755932,BRCA
0.38283125,LARP6,0.007242972251755932,BRCA
0.45901525,LARP6,0.007242972251755932,BRCA
0.30804974,LARP6,0.007242972251755932,BRCA
0.44086444,LARP6,0.007242972251755932,BRCA
0.62120724,LARP6,0.007242972251755932,BRCA
1.3908341,LARP6,0.007242972251755932,BRCA
0.7728192,LARP6,0.007242972251755932,BRCA
